Timestamp,pcr1,pcr2,pcr3,pcr4,pcr5,pcr6,pcr7,pcr8,pcr9,pcr10,pcr11,pcr12,pcr13,pcr14,pcr15,pcr16,pcr17,pcr18,pcr19,pcr20,pcr21,pcr22,pcr23,pcr24,pcr25,pcr26,pcr27,pcr28,pcr29,pcr30,difference1,difference2,difference3,difference4,difference5,difference6,difference7,difference8,difference9,difference10,difference11,difference12,difference13,difference14,difference15,difference16,difference17,difference18,difference19,difference20,difference21,difference22,difference23,difference24,difference25,difference26,difference27,difference28,difference29,difference30,s1,s2,s3,r1,r2,r3
2024-07-26 09:33:21,1.3669314796425025,1.5191313340227508,1.301553294054633,1.2335585585585584,0.709782745196534,0.6483723699880906,0.6190054073220459,0.6631932483637616,0.6764805129070356,0.8399276137204903,0.7787425149700599,0.7750515767757147,0.7751148105625718,0.8375514188105696,0.7937069813176008,0.787258539081489,0.7344258415665859,0.8605642852970384,0.8573929741330623,0.928587406330388,0.8966458032418553,1.0461064485286307,1.039645251544106,1.0470331724030524,1.047155649878358,1.0786592294184485,1.0700927396628581,1.0802377414561664,1.0710185420370841,1.0900177800355602,739.0,1506.0,1126.0,1037.0,-2311.0,-3543.0,-4298.0,-3911.0,-3835.0,-1946.0,-2956.0,-3053.0,-3134.0,-2330.0,-3147.0,-3326.0,-4489.0,-2387.0,-2525.0,-1277.0,-1932.0,868.0,751.0,906.0,911.0,1523.0,1368.0,1566.0,1398.0,1772.0,24000,24400,23500,25000,25500,24500
2024-07-26 09:33:52,1.3669314796425025,1.5191313340227508,1.301553294054633,1.2335585585585584,0.709782745196534,0.6483723699880906,0.6190054073220459,0.6631932483637616,0.6764805129070356,0.8399276137204903,0.7787425149700599,0.7750515767757147,0.7751148105625718,0.8375514188105696,0.7937069813176008,0.787258539081489,0.7344258415665859,0.8605642852970384,0.8573929741330623,0.928587406330388,0.8966458032418553,1.0461064485286307,1.039645251544106,1.0470331724030524,1.047155649878358,1.0786592294184485,1.0700927396628581,1.0802377414561664,1.0710185420370841,1.0900177800355602,739.0,1506.0,1126.0,1037.0,-2311.0,-3543.0,-4298.0,-3911.0,-3835.0,-1946.0,-2956.0,-3053.0,-3134.0,-2330.0,-3147.0,-3326.0,-4489.0,-2387.0,-2525.0,-1277.0,-1932.0,868.0,751.0,906.0,911.0,1523.0,1368.0,1566.0,1398.0,1772.0,24000,24400,23500,25000,25500,24500
2024-07-26 09:34:22,1.3669314796425025,1.5191313340227508,1.301553294054633,1.2335585585585584,0.709782745196534,0.6483723699880906,0.6190054073220459,0.6631932483637616,0.6764805129070356,0.8399276137204903,0.7787425149700599,0.7750515767757147,0.7751148105625718,0.8375514188105696,0.7937069813176008,0.787258539081489,0.7344258415665859,0.8605642852970384,0.8573929741330623,0.928587406330388,0.8966458032418553,1.0461064485286307,1.039645251544106,1.0470331724030524,1.047155649878358,1.0786592294184485,1.0700927396628581,1.0802377414561664,1.0710185420370841,1.0900177800355602,739.0,1506.0,1126.0,1037.0,-2311.0,-3543.0,-4298.0,-3911.0,-3835.0,-1946.0,-2956.0,-3053.0,-3134.0,-2330.0,-3147.0,-3326.0,-4489.0,-2387.0,-2525.0,-1277.0,-1932.0,868.0,751.0,906.0,911.0,1523.0,1368.0,1566.0,1398.0,1772.0,24000,24400,23500,25000,25500,24500
2024-07-26 09:34:53,1.3669314796425025,1.5191313340227508,1.301553294054633,1.2335585585585584,0.709782745196534,0.6483723699880906,0.6190054073220459,0.6631932483637616,0.6764805129070356,0.8399276137204903,0.7787425149700599,0.7750515767757147,0.7751148105625718,0.8375514188105696,0.7937069813176008,0.787258539081489,0.7344258415665859,0.8605642852970384,0.8573929741330623,0.928587406330388,0.8966458032418553,1.0461064485286307,1.039645251544106,1.0470331724030524,1.047155649878358,1.0786592294184485,1.0700927396628581,1.0802377414561664,1.0710185420370841,1.0900177800355602,739.0,1506.0,1126.0,1037.0,-2311.0,-3543.0,-4298.0,-3911.0,-3835.0,-1946.0,-2956.0,-3053.0,-3134.0,-2330.0,-3147.0,-3326.0,-4489.0,-2387.0,-2525.0,-1277.0,-1932.0,868.0,751.0,906.0,911.0,1523.0,1368.0,1566.0,1398.0,1772.0,24000,24400,23500,25000,25500,24500
2024-07-26 09:35:23,1.3669314796425025,1.5191313340227508,1.301553294054633,1.2335585585585584,0.709782745196534,0.6483723699880906,0.6109000971645614,0.6551664950223137,0.6685723894400538,0.831679921292121,0.7714179104477612,0.7678518953864237,0.7681024613623354,0.830563860112633,0.7872507355344884,0.7809748628301646,0.7287375317240158,0.8546535345882628,0.8516848867350388,0.92277647583975,0.8911546468798377,1.0405577351288304,1.0326195612142894,1.0400993428881875,1.040241448692153,1.0716565427777205,1.063173484500281,1.0732853276135028,1.063508931734224,1.0824350994382876,739.0,1506.0,1126.0,1037.0,-2311.0,-3543.0,-4405.0,-4018.0,-3942.0,-2053.0,-3063.0,-3160.0,-3241.0,-2437.0,-3254.0,-3433.0,-4596.0,-2494.0,-2632.0,-1384.0,-2039.0,765.0,620.0,775.0,780.0,1392.0,1237.0,1435.0,1255.0,1629.0,24000,24400,23500,25000,25500,24500
2024-07-26 09:35:54,1.3669314796425025,1.5191313340227508,1.301553294054633,1.2335585585585584,0.709782745196534,0.6483723699880906,0.6109000971645614,0.6551664950223137,0.6685723894400538,0.831679921292121,0.7714179104477612,0.7678518953864237,0.7681024613623354,0.830563860112633,0.7872507355344884,0.7809748628301646,0.7287375317240158,0.8546535345882628,0.8516848867350388,0.92277647583975,0.8911546468798377,1.0405577351288304,1.0326195612142894,1.0400993428881875,1.040241448692153,1.0716565427777205,1.063173484500281,1.0732853276135028,1.063508931734224,1.0824350994382876,739.0,1506.0,1126.0,1037.0,-2311.0,-3543.0,-4405.0,-4018.0,-3942.0,-2053.0,-3063.0,-3160.0,-3241.0,-2437.0,-3254.0,-3433.0,-4596.0,-2494.0,-2632.0,-1384.0,-2039.0,765.0,620.0,775.0,780.0,1392.0,1237.0,1435.0,1255.0,1629.0,24000,24400,23500,25000,25500,24500
2024-07-26 09:36:25,1.1660313426514188,1.3568349753694582,1.0770746660827677,1.049876730513939,0.6492723965438836,0.6042717022641856,0.5738851406944215,0.6161794152983581,0.6294492024829104,0.7830391404451267,0.7309070470034427,0.728141225337487,0.7293537713552569,0.7894321766561514,0.7506820436507936,0.7455624886411826,0.6983010801080108,0.8187527790128947,0.8170515097690941,0.8852633823843037,0.8565441815301272,0.9998476848090982,0.9925406985535004,1.000347204999752,1.0005935598753524,1.0307996051332675,1.022973303943179,1.0326720548616213,1.0236465161446953,1.0418062636562273,392.0,1159.0,352.0,263.0,-3085.0,-4317.0,-5179.0,-4792.0,-4716.0,-2827.0,-3830.0,-3927.0,-4008.0,-3204.0,-4021.0,-4200.0,-5363.0,-3261.0,-3399.0,-2152.0,-2807.0,-3.0,-148.0,7.0,12.0,624.0,469.0,667.0,487.0,861.0,24000,24400,23500,25000,25500,24500
2024-07-26 09:36:56,1.1660313426514188,1.3568349753694582,1.0770746660827677,1.049876730513939,0.6492723965438836,0.6042717022641856,0.5738851406944215,0.6161794152983581,0.6294492024829104,0.7830391404451267,0.7309070470034427,0.728141225337487,0.7293537713552569,0.7894321766561514,0.7506820436507936,0.7455624886411826,0.6983010801080108,0.8187527790128947,0.8170515097690941,0.8852633823843037,0.8565441815301272,0.9998476848090982,0.9925406985535004,1.000347204999752,1.0005935598753524,1.0307996051332675,1.022973303943179,1.0326720548616213,1.0236465161446953,1.0418062636562273,392.0,1159.0,352.0,263.0,-3085.0,-4317.0,-5179.0,-4792.0,-4716.0,-2827.0,-3830.0,-3927.0,-4008.0,-3204.0,-4021.0,-4200.0,-5363.0,-3261.0,-3399.0,-2152.0,-2807.0,-3.0,-148.0,7.0,12.0,624.0,469.0,667.0,487.0,861.0,24000,24400,23500,25000,25500,24500
2024-07-26 09:37:27,1.2914171656686626,1.4430599826137351,1.1451209341117599,1.0941426296230756,0.66810571759503,0.6639377482370106,0.6338391278727166,0.6757862990090479,0.7093903293622985,0.84591216446964,0.7796284829721363,0.7805504587155964,0.7724722454339262,0.8555820305689545,0.8206919494344644,0.817257503262288,0.767639902676399,0.8807482072112732,0.8758157202688225,0.9352674261440432,0.9086891803888734,1.074397743561289,1.0668013406179697,1.0697253517940364,1.0687136480454484,1.0947259472594726,1.08694875117287,1.0957955408605513,1.0834511397773459,1.088443187842375,730.0,1529.0,696.0,532.0,-3152.0,-4146.0,-4971.0,-4515.0,-4147.0,-2256.0,-3559.0,-3588.0,-3812.0,-2485.0,-3234.0,-3361.0,-4584.0,-2378.0,-2550.0,-1341.0,-1963.0,1609.0,1455.0,1541.0,1524.0,2105.0,1946.0,2144.0,1889.0,2002.0,24000,24400,23500,25000,24500,25500
2024-07-26 09:37:58,1.2914171656686626,1.4430599826137351,1.2116346955796498,1.150592815430897,0.7018005686006107,0.6898759828159196,0.6586623453152622,0.699985638374264,0.7330063069376314,0.8689297179154429,0.8004953560371517,0.8011620795107034,0.7925868449325534,0.8751670831638286,0.8393768019516522,0.8355806872553284,0.7847222222222222,0.8976480617822576,0.8922275250803545,0.9515350453755551,0.9243650572146246,1.0899801174457853,1.0822735411597264,1.0849735306094748,1.0839082014518238,1.1098910989109891,1.1020061659443279,1.1108529556320093,1.0983389291394239,1.103330977204453,730.0,1529.0,1015.0,851.0,-2832.0,-3826.0,-4634.0,-4178.0,-3810.0,-1919.0,-3222.0,-3251.0,-3475.0,-2148.0,-2897.0,-3024.0,-4247.0,-2041.0,-2213.0,-1004.0,-1626.0,1946.0,1792.0,1878.0,1861.0,2442.0,2283.0,2481.0,2226.0,2339.0,24000,24400,23500,25000,24500,25500
